Gene.stable.ID	seqnames	start	end	width	strand	Gene.type	Gene.name_NBIS*	Description (product)	Uniprot entry	Description from Ensembl
ENSCHAG00000011865	4	852575	855418	2844	+	protein_coding	naa10	"N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:NCBI gene;Acc:105894124]"		
ENSCHAG00000012285	4	856102	860060	3959	+	protein_coding	zgc:103759	zgc:103759 [Source:ZFIN;Acc:ZDB-GENE-041010-100]		
ENSCHAG00000012336	4	869871	900193	30323	+	protein_coding	arhgap4b	Rho GTPase activating protein 4b [Source:ZFIN;Acc:ZDB-GENE-090311-38]		
ENSCHAG00000012685	4	903076	907358	4283	+	protein_coding	zgc:158296	zgc:158296 [Source:ZFIN;Acc:ZDB-GENE-070112-1272]		
ENSCHAG00000012691	4	908481	920595	12115	+	protein_coding	ikbkg	NF-kappa-B essential modulator-like [Source:NCBI gene;Acc:105894130]		
ENSCHAG00000012745	4	921328	923826	2499	+	protein_coding	ssr4	"signal sequence receptor, delta [Source:ZFIN;Acc:ZDB-GENE-030131-4900]"		
ENSCHAG00000012863	4	925690	934534	8845	+	protein_coding	sephs2	selenophosphate synthetase 2 [Source:ZFIN;Acc:ZDB-GENE-030327-5]		
ENSCHAG00000012945	4	941898	970036	28139	-	protein_coding	AVPR2	"arginine vasopressin receptor 2a, duplicate b [Source:ZFIN;Acc:ZDB-GENE-110411-48]"		
ENSCHAG00000012954	4	988863	989337	475	+	protein_coding				
ENSCHAG00000013003	4	1026356	1034754	8399	-	protein_coding	IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]		
ENSCHAG00000014277	4	1035891	1052344	16454	+	protein_coding	fam120c	family with sequence similarity 120C [Source:ZFIN;Acc:ZDB-GENE-090313-228]		
ENSCHAG00000014502	4	1061127	1063859	2733	+	protein_coding	hsd17b10	hydroxysteroid 17-beta dehydrogenase 10 [Source:NCBI gene;Acc:105894129]		
ENSCHAG00000014538	4	1079960	1082519	2560	-	protein_coding	tnfrsf14*	Tumor necrosis factor receptor superfamily member 14	sp|Q80WM9|TNR14_MOUSE	
ENSCHAG00000014558	4	1082986	1085669	2684	-	protein_coding	tnfrsf14*	Tumor necrosis factor receptor superfamily member 14	sp|Q80WM9|TNR14_MOUSE	
ENSCHAG00000014609	4	1102212	1106014	3803	-	protein_coding	gimap5*	GTPase IMAP family member 5	sp|Q96F15|GIMA5_HUMAN	
ENSCHAG00000014616	4	1122554	1222122	99569	-	protein_coding	drl*	Zinc finger protein draculin	sp|Q9W747|DRL_DANRE	
ENSCHAG00000014648	4	1127512	1130357	2846	+	protein_coding	naca*	Nascent polypeptide-associated complex subunit alpha	sp|Q8JIU7|NACA_DANRE	
ENSCHAG00000014768	4	1159728	1161830	2103	+	protein_coding	naca*	Nascent polypeptide-associated complex subunit alpha	sp|Q8JIU7|NACA_DANRE	
ENSCHAG00000014800	4	1188260	1189452	1193	-	protein_coding	znf79*	Zinc finger protein 79	sp|Q15937|ZNF79_HUMAN	
ENSCHAG00000014806	4	1202521	1203642	1122	+	protein_coding				
ENSCHAG00000014811	4	1218434	1222505	4072	-	protein_coding	arrdc3*	Arrestin domain-containing protein 3	sp|Q7TPQ9|ARRD3_MOUSE	zgc:110353 [Source:ZFIN;Acc:ZDB-GENE-050417-310]
ENSCHAG00000014834	4	1227862	1258279	30418	+	protein_coding	slco4a1	"solute carrier organic anion transporter family, member 4A1 [Source:ZFIN;Acc:ZDB-GENE-060606-4]"		
ENSCHAG00000014915	4	1301149	1340702	39554	+	protein_coding	ntsr1	neurotensin receptor 1 (high affinity) [Source:ZFIN;Acc:ZDB-GENE-090313-372]		
ENSCHAG00000014926	4	1391843	1393614	1772	-	protein_coding	bcap29*	B-cell receptor-associated protein 29	sp|Q5R9U7|BAP29_PONAB	
ENSCHAG00000014958	4	1417818	1419246	1429	+	protein_coding	znf2*	Zinc finger protein 2	sp|Q29RZ4|ZNF2_BOVIN	
ENSCHAG00000014973	4	1466841	1479716	12876	-	protein_coding	naca*	Nascent polypeptide-associated complex subunit alpha	sp|Q8JIU7|NACA_DANRE	
ENSCHAG00000015142	4	1479988	1482436	2449	+	protein_coding	drl*	Zinc finger protein draculin	sp|Q9W747|DRL_DANRE	
ENSCHAG00000015148	4	1493750	1514731	20982	+	protein_coding	drl*	Zinc finger protein draculin	sp|Q9W747|DRL_DANRE	
ENSCHAG00000015183	4	1501771	1502787	1017	-	protein_coding	ervk-25*	Endogenous retrovirus group K member 25 Pol protein	sp|P63136|POK25_HUMAN	
ENSCHAG00000015193	4	1522818	1523228	411	+	protein_coding	h2ax*	Histone H2AX	sp|Q6GM86|H2AX_XENLA	
ENSCHAG00000015229	4	1558959	1563604	4646	+	protein_coding	mmp9	matrix metallopeptidase 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2132]		
ENSCHAG00000015434	4	1566197	1578230	12034	+	protein_coding	ZNF335	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]		
ENSCHAG00000015459	4	1583526	1587193	3668	-	protein_coding	PGA4	pepsin A-like [Source:NCBI gene;Acc:105897298]		
ENSCHAG00000015937	4	1589083	1591433	2351	-	protein_coding	prok1	prokineticin 1 [Source:ZFIN;Acc:ZDB-GENE-070928-34]		
ENSCHAG00000015944	4	1595394	1597829	2436	+	protein_coding	lamtor5	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:NCBI gene;Acc:105897312]"		
ENSCHAG00000015962	4	1599726	1617019	17294	+	protein_coding	slc16a4	solute carrier family 16 member 4 [Source:NCBI gene;Acc:105897297]		
ENSCHAG00000016018	4	1634069	1635736	1668	-	protein_coding	ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]		
ENSCHAG00000016065	4	1670416	1685772	15357	+	protein_coding	slc6a17	solute carrier family 6 member 17 [Source:NCBI gene;Acc:105897294]		
ENSCHAG00000016689	4	1708214	1723477	15264	-	protein_coding	KCNC4	potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]		
ENSCHAG00000017153	4	1731013	1747018	16006	-	protein_coding	ahcyl1	adenosylhomocysteinase like 1 [Source:NCBI gene;Acc:105897355]		
ENSCHAG00000017498	4	1748893	1754659	5767	-	protein_coding	nfyal	nuclear transcription factor Y subunit alpha [Source:NCBI gene;Acc:105897354]		
ENSCHAG00000017554	4	1756912	1758124	1213	+	protein_coding	ngrn	"neugrin, neurite outgrowth associated [Source:ZFIN;Acc:ZDB-GENE-060503-19]"		
ENSCHAG00000017607	4	1760769	1772607	11839	-	protein_coding	sort1b	sortilin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-7447]		
ENSCHAG00000017921	4	1775853	1782842	6990	+	protein_coding	sypl2b	synaptophysin-like 2b [Source:ZFIN;Acc:ZDB-GENE-050417-309]		
ENSCHAG00000017938	4	1784006	1790011	6006	+	protein_coding	atxn7l2b	ataxin 7-like 2b [Source:ZFIN;Acc:ZDB-GENE-040718-403]		
ENSCHAG00000017954	4	1793388	1797417	4030	-	protein_coding	amigo1	adhesion molecule with Ig-like domain 1 [Source:ZFIN;Acc:ZDB-GENE-060503-114]		
ENSCHAG00000017964	4	1825155	1826561	1407	+	protein_coding	gpr61	probable G-protein coupled receptor 61 [Source:NCBI gene;Acc:105897292]		
ENSCHAG00000017974	4	1838255	1858606	20352	+	protein_coding	gnai3	guanine nucleotide-binding protein G(k) subunit alpha [Source:NCBI gene;Acc:105897337]		
ENSCHAG00000018054	4	1861335	1867910	6576	-	protein_coding	gnat2	guanine nucleotide-binding protein G(t) subunit alpha-1-like [Source:NCBI gene;Acc:105897302]		
ENSCHAG00000018136	4	1873978	1891947	17970	+	protein_coding	ampd2b	adenosine monophosphate deaminase 2b [Source:ZFIN;Acc:ZDB-GENE-070713-5]		
ENSCHAG00000020070	4	1892938	1895813	2876	+	protein_coding	gstm.1	"glutathione S-transferase mu, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030911-2]"		
ENSCHAG00000020144	4	1895619	1905120	9502	-	protein_coding	eps8l3b	EPS8-like 3b [Source:ZFIN;Acc:ZDB-GENE-040426-1335]		
ENSCHAG00000020196	4	1904464	1909217	4754	-	protein_coding	atp5pb	ATP synthase peripheral stalk-membrane subunit b [Source:ZFIN;Acc:ZDB-GENE-041010-33]		
ENSCHAG00000020208	4	1910353	1921720	11368	-	protein_coding	def6a	DEF6 guanine nucleotide exchange factor a [Source:NCBI gene;Acc:394015]		
ENSCHAG00000020255	4	1922167	1925246	3080	+	protein_coding	tmem9	transmembrane protein 9 [Source:NCBI gene;Acc:105897311]		
ENSCHAG00000020320	4	1925513	1951845	26333	+	protein_coding	cacna1sb	"calcium channel, voltage-dependent, L type, alpha 1S subunit, b [Source:ZFIN;Acc:ZDB-GENE-051227-1]"		
ENSCHAG00000022189	4	1962721	1963628	908	-	protein_coding	smc1a*	Structural maintenance of chromosomes protein 1A	sp|O93308|SMC1A_XENLA	
ENSCHAG00000022195	4	1964463	1969455	4993	+	protein_coding	ribc1	RIB43A domain with coiled-coils 1 [Source:ZFIN;Acc:ZDB-GENE-081031-7]		
ENSCHAG00000022229	4	1974182	1994581	20400	-	protein_coding	l1cama	"L1 cell adhesion molecule, paralog a [Source:NCBI gene;Acc:30634]"		
ENSCHAG00000022730	4	2032387	2076943	44557	-	protein_coding	huwe1	"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-387]"		
ENSCHAG00000024803	4	2088815	2099772	10958	-	protein_coding	phf8	PHD finger protein 8 [Source:NCBI gene;Acc:566534]		
ENSCHAG00000025178	4	2104429	2110439	6011	-	protein_coding	arf3a	ADP-ribosylation factor 3a [Source:ZFIN;Acc:ZDB-GENE-040801-176]		
ENSCHAG00000025186	4	2113999	2115909	1911	-	protein_coding	wnt10b	Wnt family member 10B [Source:NCBI gene;Acc:105897339]		
ENSCHAG00000000641	4	2121091	2124668	3578	+	protein_coding	wnt1	Wnt family member 1 [Source:NCBI gene;Acc:105897341]		
ENSCHAG00000000685	4	2135115	2137652	2538	+	protein_coding	rps26	ribosomal protein S26 [Source:ZFIN;Acc:ZDB-GENE-030131-8606]		
ENSCHAG00000000733	4	2142283	2153604	11322	-	protein_coding	ikzf4	IKAROS family zinc finger 4 [Source:ZFIN;Acc:ZDB-GENE-180319-1]		
ENSCHAG00000000823	4	2150341	2343524	193184	-	protein_coding	sp5l	Sp5 transcription factor-like [Source:ZFIN;Acc:ZDB-GENE-030131-2981]		
ENSCHAG00000000863	4	2154194	2158619	4426	-	protein_coding	dnajc22	DnaJ heat shock protein family (Hsp40) member C22 [Source:NCBI gene;Acc:105897286]		
ENSCHAG00000001059	4	2159842	2176308	16467	+	protein_coding	lmbr1l	limb development membrane protein 1-like [Source:NCBI gene;Acc:321314]		
ENSCHAG00000001420	4	2185161	2189569	4409	+	protein_coding	dhh	desert hedgehog signaling molecule [Source:NCBI gene;Acc:558147]		
ENSCHAG00000001868	4	2234391	2239502	5112	-	protein_coding	ACVR1B	activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]		
ENSCHAG00000002261	4	2251859	2259241	7383	-	protein_coding	acvrl1	activin A receptor like type 1 [Source:ZFIN;Acc:ZDB-GENE-021003-1]		
ENSCHAG00000002292	4	2268512	2276232	7721	-	protein_coding	ankrd33aa	ankyrin repeat domain 33Aa [Source:ZFIN;Acc:ZDB-GENE-080520-2]		
ENSCHAG00000002298	4	2368567	2376507	7941	+	protein_coding	slc26a10	solute carrier family 26 member 10 [Source:ZFIN;Acc:ZDB-GENE-030131-9845]		
ENSCHAG00000002325	4	2377826	2404232	26407	-	protein_coding	b4galnt1a	"beta-1,4-N-acetyl-galactosaminyl transferase 1a [Source:ZFIN;Acc:ZDB-GENE-070112-1462]"		
ENSCHAG00000002545	4	2413928	2418658	4731	+	protein_coding	c1galt1a	"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1a [Source:NCBI gene;Acc:557675]"		
ENSCHAG00000002565	4	2422405	2424837	2433	-	protein_coding				
ENSCHAG00000002733	4	2453190	2537467	84278	-	protein_coding	znf385a	zinc finger protein 385A [Source:ZFIN;Acc:ZDB-GENE-090313-255]		
ENSCHAG00000002842	4	2539400	2542361	2962	+	protein_coding	birc5b	baculoviral IAP repeat-containing protein 5.1-like [Source:NCBI gene;Acc:105897314]		
ENSCHAG00000002867	4	2552620	2553708	1089	-	protein_coding	neurod4	neuronal differentiation 4 [Source:NCBI gene;Acc:105897313]		
ENSCHAG00000002895	4	2566015	2576238	10224	+	protein_coding	myl6	myosin light polypeptide 6 [Source:NCBI gene;Acc:105897346]		
ENSCHAG00000003370	4	2585521	2602547	17027	-	protein_coding	c1ql4a	complement C1q like 4 [Source:NCBI gene;Acc:105897321]		
ENSCHAG00000003384	4	2625461	2634348	8888	+	protein_coding				
ENSCHAG00000003803	4	2636049	2645934	9886	+	protein_coding	pfkma	"phosphofructokinase, muscle [Source:NCBI gene;Acc:105897335]"		
ENSCHAG00000014193	4	2648710	2653276	4567	+	protein_coding	tenm3*	Teneurin-3	sp|Q9W7R4|TEN3_DANRE	
ENSCHAG00000014302	4	2654433	2663870	9438	+	protein_coding	larp4aa	La ribonucleoprotein 4Aa [Source:ZFIN;Acc:ZDB-GENE-090313-50]		
ENSCHAG00000014431	4	2667872	2671887	4016	+	protein_coding	asb8	ankyrin repeat and SOCS box containing 8 [Source:NCBI gene;Acc:105897366]		
ENSCHAG00000014452	4	2673962	2698065	24104	+	protein_coding	atf7a	activating transcription factor 7a [Source:ZFIN;Acc:ZDB-GENE-050721-2]		
ENSCHAG00000014666	4	2699123	2758192	59070	+	protein_coding	dip2ba	disco-interacting protein 2 homolog Ba [Source:NCBI gene;Acc:405899]		
ENSCHAG00000017124	4	2760546	2762261	1716	-	protein_coding	klkb1*	Plasma kallikrein	sp|P14272|KLKB1_RAT	
ENSCHAG00000017132	4	2767818	2770493	2676	-	protein_coding	tmprss12*	Transmembrane protease serine 12	sp|Q3V0Q7|TMPSC_MOUSE	
ENSCHAG00000017341	4	2770709	2830808	60100	+	protein_coding	scn8aa	"sodium channel, voltage gated, type VIII, alpha subunit a [Source:ZFIN;Acc:ZDB-GENE-000828-1]"		
ENSCHAG00000024118	4	2837334	2837928	595	-	protein_coding	gcg1*	Glucagon-1	sp|P01278|GLUC1_LOPAM	
ENSCHAG00000024124	4	2894358	2896617	2260	+	protein_coding	fign*	Fidgetin	sp|Q503S1|FIGN_DANRE	fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287]
ENSCHAG00000024133	4	2920929	2935213	14285	+	protein_coding	stat6	"signal transducer and activator of transcription 6, interleukin-4 induced [Source:ZFIN;Acc:ZDB-GENE-030131-9359]"		
ENSCHAG00000024180	4	2940643	2942793	2151	-	protein_coding	mipa	lens fiber major intrinsic protein-like [Source:NCBI gene;Acc:105897308]		
ENSCHAG00000024182	4	2946025	2953514	7490	-	protein_coding	ptges3a	prostaglandin E synthase 3-like [Source:NCBI gene;Acc:105897344]		
ENSCHAG00000024186	4	2956436	2961575	5140	+	protein_coding	zgc:66440	zgc:66440 [Source:ZFIN;Acc:ZDB-GENE-040426-1640]		
ENSCHAG00000024192	4	2962907	2964794	1888	+	protein_coding	dtx3*	Probable E3 ubiquitin-protein ligase DTX3	sp|Q5REG4|DTX3_PONAB	probable E3 ubiquitin-protein ligase DTX3 [Source:NCBI gene;Acc:105897343]
ENSCHAG00000024197	4	2988688	3001488	12801	-	protein_coding	rnd1b	Rho family GTPase 1b [Source:ZFIN;Acc:ZDB-GENE-060315-7]		
ENSCHAG00000024204	4	3013308	3018828	5521	-	protein_coding	cacnb3b	"calcium channel, voltage-dependent, beta 3b [Source:ZFIN;Acc:ZDB-GENE-090127-1]"		
ENSCHAG00000024297	4	3041540	3082751	41212	+	protein_coding	adcy6b	adenylate cyclase 6b [Source:ZFIN;Acc:ZDB-GENE-090127-2]		
ENSCHAG00000025436	4	3085353	3093666	8314	+	protein_coding	galnt6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:NCBI gene;Acc:105897362]		
ENSCHAG00000025470	4	3095692	3107128	11437	+	protein_coding	G6PD	glucose-6-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4057]		
ENSCHAG00000025650	4	3107057	3114722	7666	-	protein_coding	zgc:158263	zgc:158263 [Source:ZFIN;Acc:ZDB-GENE-070112-2262]		
ENSCHAG00000025658	4	3115652	3132480	16829	+	protein_coding	arhgap4a	SLIT-ROBO Rho GTPase-activating protein 3-like [Source:NCBI gene;Acc:105897270]		
ENSCHAG00000025705	4	3140943	3147257	6315	-	protein_coding	avpr2aa	"arginine vasopressin receptor 2a, duplicate a [Source:ZFIN;Acc:ZDB-GENE-090313-344]"		
ENSCHAG00000025715	4	3172619	3178442	5824	-	protein_coding	idh3g	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:ZFIN;Acc:ZDB-GENE-050417-435]		
ENSCHAG00000025778	4	3180079	3187976	7898	+	protein_coding	fam3a	family with sequence similarity 3 member A [Source:ZFIN;Acc:ZDB-GENE-040426-1772]		
ENSCHAG00000025785	4	3197172	3213926	16755	+	protein_coding	zgc:66101*	Serine/threonine-protein kinase SIK3 homolog	sp|Q6NSM8|SIK3_DANRE	
ENSCHAG00000025787	4	3223001	3235383	12383	+	protein_coding	wnk3*	Serine/threonine-protein kinase WNK3	sp|Q80XP9|WNK3_MOUSE	si:dkey-151g10.3 [Source:ZFIN;Acc:ZDB-GENE-090312-81]
ENSCHAG00000025795	4	3242740	3259904	17165	+	protein_coding	erbb3b	erb-b2 receptor tyrosine kinase 3b [Source:ZFIN;Acc:ZDB-GENE-050107-1]		
ENSCHAG00000025882	4	3261567	3268378	6812	+	protein_coding	pa2g4b	proliferation-associated protein 2G4-like [Source:NCBI gene;Acc:105897345]		
ENSCHAG00000026007	4	3289196	3291653	2458	-	protein_coding	prdm9*	Histone-lysine N-methyltransferase PRDM9	sp|Q6P2A1|PRDM9_DANRE	histone-lysine N-methyltransferase PRDM9-like [Source:NCBI gene;Acc:105910301]
ENSCHAG00000026013	4	3340297	3341836	1540	-	protein_coding	prdm9*	Histone-lysine N-methyltransferase PRDM9	sp|Q6P2A1|PRDM9_DANRE	
ENSCHAG00000026020	4	3373125	3376244	3120	+	protein_coding				
ENSCHAG00000026023	4	3386123	3388496	2374	+	protein_coding	prdm9*	Histone-lysine N-methyltransferase PRDM9	sp|Q6P2A1|PRDM9_DANRE	
ENSCHAG00000026030	4	3401598	3403777	2180	+	protein_coding				
ENSCHAG00000026062	4	3404093	3424850	20758	+	protein_coding	esyt1a	extended synaptotagmin-like protein 1a [Source:ZFIN;Acc:ZDB-GENE-090311-55]		
ENSCHAG00000026269	4	3427111	3463883	36773	+	protein_coding	fmnl3	formin-like 3 [Source:NCBI gene;Acc:407694]		
ENSCHAG00000026619	4	3498046	3498987	942	+	protein_coding	galr2b*	Galanin receptor 2b	sp|E7F7V7|GAL2B_DANRE	
ENSCHAG00000026631	4	3590066	3609333	19268	+	protein_coding	rbms2b	"RNA binding motif, single stranded interacting protein 2b [Source:ZFIN;Acc:ZDB-GENE-040801-51]"		
ENSCHAG00000026771	4	3613271	3619785	6515	-	protein_coding	si:dkey-21c19.3	si:dkey-21c19.3 [Source:ZFIN;Acc:ZDB-GENE-030131-6462]		
ENSCHAG00000026778	4	3622066	3625282	3217	-	protein_coding	FAIM2	Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]		
ENSCHAG00000026783	4	3628631	3630097	1467	-	protein_coding	mfsd5	major facilitator superfamily domain containing 5 [Source:NCBI gene;Acc:436986]		
ENSCHAG00000026786	4	3634072	3646472	12401	-	protein_coding	nr1d4a	"nuclear receptor subfamily 1, group D, member 4a [Source:ZFIN;Acc:ZDB-GENE-080403-5]"		
ENSCHAG00000026794	4	3666887	3705816	38930	+	protein_coding	RARG	retinoic acid receptor gamma [Source:NCBI gene;Acc:105912725]		
ENSCHAG00000026808	4	3709978	3722406	12429	-	protein_coding	calcoco1a	calcium binding and coiled-coil domain 1a [Source:NCBI gene;Acc:334971]		
ENSCHAG00000026825	4	3774100	3777090	2991	+	protein_coding	hoxc13a	homeobox protein Hox-C13a [Source:NCBI gene;Acc:105912700]		
ENSCHAG00000026828	4	3786048	3788755	2708	+	protein_coding	hoxc12a	homeobox C12a [Source:ZFIN;Acc:ZDB-GENE-000822-6]		
ENSCHAG00000026834	4	3793279	3795504	2226	-	protein_coding	hoxc6a	homeobox C6a [Source:NCBI gene;Acc:30346]		
ENSCHAG00000026837	4	3806612	3810583	3972	-	protein_coding	hoxc8a	homeobox protein Hox-C8a [Source:NCBI gene;Acc:105912692]		
ENSCHAG00000026839	4	3812899	3816046	3148	-	protein_coding	hoxc9a	homeobox protein Hox-C9a-like [Source:NCBI gene;Acc:105912693]		
ENSCHAG00000026842	4	3871767	3876470	4704	-	protein_coding	hoxc1a*	Homeobox protein Hox-C1a	sp|Q98SH9|HXC1A_DANRE	
ENSCHAG00000026843	4	3885759	3887616	1858	-	protein_coding	hoxc3a*	Homeobox protein Hox-C3a	sp|P28174|HXC3A_DANRE	
ENSCHAG00000027128	4	3909894	3916804	6911	-	protein_coding	znf740b	zinc finger protein 740 [Source:NCBI gene;Acc:105912727]		
ENSCHAG00000026877	4	3909894	3922635	12742	-	protein_coding	csad	cysteine sulfinic acid decarboxylase [Source:ZFIN;Acc:ZDB-GENE-041114-36]		
ENSCHAG00000027131	4	3936198	3937416	1219	-	protein_coding	zgc:174906	zgc:174906 [Source:ZFIN;Acc:ZDB-GENE-030131-6125]		
ENSCHAG00000027133	4	3938372	3955802	17431	+	protein_coding	lima1a	LIM domain and actin binding 1a [Source:ZFIN;Acc:ZDB-GENE-001120-1]		
ENSCHAG00000027136	4	3959934	4000041	40108	-	protein_coding	spryd3	SPRY domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070928-22]		
ENSCHAG00000027146	4	4003706	4007197	3492	+	protein_coding	igfbp6b	insulin-like growth factor-binding protein 6 [Source:NCBI gene;Acc:105912701]		
ENSCHAG00000027154	4	4012037	4022790	10754	+	protein_coding	pip4k2ca	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma a [Source:NCBI gene;Acc:373124]"		
ENSCHAG00000027173	4	4026641	4027741	1101	+	protein_coding	gpr182	G-protein coupled receptor 182-like [Source:NCBI gene;Acc:105912682]		
ENSCHAG00000027174	4	4030601	4034976	4376	-	protein_coding	zbtb39	zinc finger and BTB domain containing 39 [Source:ZFIN;Acc:ZDB-GENE-130822-1]		
ENSCHAG00000027181	4	4036003	4053797	17795	-	protein_coding	agap2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:ZFIN;Acc:ZDB-GENE-061103-343]"		
ENSCHAG00000027200	4	4055388	4060452	5065	+	protein_coding	tspan31	tetraspanin-31-like [Source:NCBI gene;Acc:105912731]		
ENSCHAG00000027201	4	4064925	4071400	6476	+	protein_coding	09-Mar	E3 ubiquitin-protein ligase MARCH9-like [Source:NCBI gene;Acc:105912704]		
ENSCHAG00000027223	4	4076130	4087454	11325	-	protein_coding	hipk1a	homeodomain interacting protein kinase 1a [Source:ZFIN;Acc:ZDB-GENE-081031-101]		
ENSCHAG00000027342	4	4088932	4091741	2810	-	protein_coding	ube2j2	ubiquitin-conjugating enzyme E2 J2-like [Source:NCBI gene;Acc:105912726]		
ENSCHAG00000027379	4	4094545	4155103	60559	-	protein_coding	acap3a	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3a [Source:ZFIN;Acc:ZDB-GENE-030131-1711]"		
ENSCHAG00000027517	4	4167107	4168690	1584	+	protein_coding	gpr183a*	G-protein coupled receptor 183-A	sp|A5PLE7|GP83A_DANRE	
ENSCHAG00000027520	4	4170078	4178607	8530	-	protein_coding	ints11	integrator complex subunit 11 [Source:NCBI gene;Acc:553648]		
ENSCHAG00000027527	4	4175386	4178300	2915	+	protein_coding	cptp	ceramide-1-phosphate transfer protein [Source:NCBI gene;Acc:791641]		
ENSCHAG00000027528	4	4179231	4181526	2296	+	protein_coding	cptp	ceramide-1-phosphate transfer protein [Source:NCBI gene;Acc:791641]		
ENSCHAG00000027530	4	4183503	4184267	765	+	protein_coding	ubxn10	UBX domain protein 10 [Source:NCBI gene;Acc:751736]		
ENSCHAG00000027535	4	4186361	4191756	5396	-	protein_coding	zgc:193690	ATP-dependent RNA helicase DDX19B [Source:NCBI gene;Acc:105912710]		
ENSCHAG00000000119	4	4239998	4240657	660	-	protein_coding	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:NCBI gene;Acc:105912703]		
ENSCHAG00000000124	4	4242032	4244534	2503	-	protein_coding	mul1b	mitochondrial E3 ubiquitin protein ligase 1b [Source:ZFIN;Acc:ZDB-GENE-050208-236]		
ENSCHAG00000000136	4	4253517	4254518	1002	+	protein_coding	fam43b	family with sequence similarity 43 member B [Source:ZFIN;Acc:ZDB-GENE-040912-11]		
ENSCHAG00000000149	4	4289299	4293189	3891	-	protein_coding	zmp:0000001088	zmp:0000001088 [Source:ZFIN;Acc:ZDB-GENE-140106-48]		
ENSCHAG00000000200	4	4300830	4303096	2267	+	protein_coding	prss2*	Anionic trypsin-2	sp|P00763|TRY2_RAT	
ENSCHAG00000000214	4	4303601	4305883	2283	+	protein_coding	cdaa	cytidine deaminase a [Source:ZFIN;Acc:ZDB-GENE-170609-2]		
ENSCHAG00000000230	4	4306572	4311418	4847	+	protein_coding	pink1	PTEN induced kinase 1 [Source:NCBI gene;Acc:105912719]		
ENSCHAG00000000265	4	4311181	4315229	4049	+	protein_coding	agmat	agmatine ureohydrolase (agmatinase) [Source:ZFIN;Acc:ZDB-GENE-060929-696]		
ENSCHAG00000000316	4	4315667	4318103	2437	+	protein_coding	agmat	agmatine ureohydrolase (agmatinase) [Source:ZFIN;Acc:ZDB-GENE-060929-696]		
ENSCHAG00000000392	4	4320150	4326216	6067	-	protein_coding	dnajc16	DnaJ heat shock protein family (Hsp40) member C16 [Source:NCBI gene;Acc:105912670]		
ENSCHAG00000000630	4	4327191	4330125	2935	+	protein_coding	casp9	"caspase 9, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-030825-5]"		
ENSCHAG00000000986	4	4331444	4337227	5784	+	protein_coding	nemp1	nuclear envelope integral membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-090313-182]		
ENSCHAG00000001057	4	4340347	4344797	4451	-	protein_coding	ormdl2	ORMDL sphingolipid biosynthesis regulator 2 [Source:NCBI gene;Acc:105903261]		
ENSCHAG00000001083	4	4347355	4348078	724	-	protein_coding				
ENSCHAG00000001098	4	4350592	4352106	1515	+	protein_coding				
ENSCHAG00000001224	4	4358269	4368437	10169	+	protein_coding	pan2	poly(A) specific ribonuclease subunit PAN2 [Source:NCBI gene;Acc:105903270]		
ENSCHAG00000001430	4	4376524	4377732	1209	+	protein_coding	plagx	zinc finger protein PLAGL2-like [Source:NCBI gene;Acc:105903271]		
ENSCHAG00000001448	4	4381134	4385636	4503	+	protein_coding	trappc6b	trafficking protein particle complex 6B [Source:NCBI gene;Acc:105903272]		
ENSCHAG00000001544	4	4386808	4395632	8825	+	protein_coding	tpx2	TPX2 microtubule nucleation factor [Source:NCBI gene;Acc:105903280]		
ENSCHAG00000002510	4	4397559	4406032	8474	+	protein_coding	mylk2	myosin light chain kinase 2 [Source:ZFIN;Acc:ZDB-GENE-080616-2]		
ENSCHAG00000002771	4	4407755	4409314	1560	+	protein_coding	wu:fc63a07	zinc finger protein 721-like [Source:NCBI gene;Acc:105903281]		
