CHR	BIN_START	N_SNP	RHO	RR

7	5700001	736	751.143881999983	0.500762587999989

7	5800001	298	528.375059999993	0.352250039999995

7	5900001	183	541.302920000003	0.360868613333335

7	6000001	206	559.487705999999	0.372991803999999

7	6100001	198	557.665643999998	0.371777095999999

7	6200001	144	948.903099999999	0.632602066666666

7	6300001	162	786.180882000001	0.524120588000001

7	6400001	106	607.432703000002	0.404955135333335

7	6500001	170	556.243530999998	0.370829020666665

7	6600001	130	546.31889	0.364212593333333

7	6700001	189	1326.130885	0.884087256666667

7	6800001	238	590.744944000001	0.393829962666667

7	6900001	227	650.880368999997	0.433920245999998

7	7000001	151	1189.722033	0.793148022

7	7100001	192	1037.100304	0.691400202666667

7	7200001	82	974.589743000001	0.649726495333334

7	7300001	112	1065.417557	0.710278371333333

7	7400001	94	829.750709000006	0.553167139333337

7	7500001	359	725.032727000002	0.483355151333335

7	7600001	238	545.808594999998	0.363872396666665

7	7700001	503	308.102402000002	0.205401601333335

7	7800001	234	612.163680999999	0.408109120666666

7	7900001	193	287.865041	0.191910027333333

7	8000001	85	333.188499	0.222125666

7	8100001	163	161.921455000001	0.107947636666667

7	8200001	264	243.698886000006	0.162465924000004

7	8300001	181	517.077188999979	0.344718125999986

7	8400001	57	288.087862999999	0.192058575333333

7	8500001	64	284.831041	0.189887360666667

7	8700001	79	355.102516999999	0.236735011333333

7	8800001	90	444.695794000005	0.29646386266667

7	8900001	69	411.199893000003	0.274133262000002

7	9000001	90	439.879186999998	0.293252791333332

7	9100001	104	267.628435999999	0.178418957333333

7	9200001	109	253.262005000006	0.168841336666671

7	9300001	185	1325.96705100002	0.883978034000013

7	9400001	156	347.930407999983	0.231953605333322

7	9500001	138	689.999101000008	0.459999400666672

7	9600001	254	213.361189000001	0.142240792666667

7	9700001	278	115.386869000013	0.076924579333342

7	9800001	177	123.369742999999	0.0822464953333327

7	9900001	114	19.0540349999998	0.0127026899999999

7	10000001	86	111.206433000003	0.074137622000002

7	10100001	127	15.2936909999999	0.0101957939999999

7	10200001	248	353.859332000022	0.235906221333348

7	10300001	126	40.9616019999987	0.0273077346666658

7	10400001	221	185.940081000026	0.123960054000017

7	10500001	490	1252.10449199998	0.834736327999987

7	10600001	485	362.818383999936	0.241878922666624

7	10700001	135	83.0734939999944	0.0553823293333296

7	10900001	165	75.1252500000002	0.0500835000000001

7	11000001	114	161.826301	0.107884200666667

7	11100001	88	329.927717	0.219951811333333

7	11200001	152	344.623628	0.229749085333333

7	11300001	212	490.803586000004	0.327202390666669

7	11400001	83	252.416231	0.168277487333333

7	11500001	111	636.605388000006	0.424403592000004

7	11600001	118	364.245066999994	0.242830044666663

7	11700001	190	251.805925000003	0.167870616666669

7	11800001	151	1154.31172500002	0.769541150000013

7	11900001	265	1379.74594399999	0.919830629333327

7	12000001	158	710.232415999998	0.473488277333332

7	12100001	204	351.337649000002	0.234225099333335

7	12200001	112	238.236001999999	0.158824001333333

7	12300001	102	212.454416000001	0.141636277333334

7	12400001	100	308.614083000002	0.205742722000001

7	12600001	113	545.954946999999	0.363969964666666

7	12700001	77	787.545965	0.525030643333333

7	12800001	66	202.608932000004	0.135072621333336

7	12900001	79	30.2330980000006	0.0201553986666671

7	13000001	91	43.4500749999998	0.0289667166666665

7	13100001	147	36.0634819999992	0.0240423213333328

7	13200001	135	63.9758530000008	0.0426505686666672

7	13300001	153	65.5093330000026	0.0436728886666684

7	13400001	134	28.2029890000001	0.0188019926666667

7	13500001	132	15.7768049999999	0.0105178699999999

7	13600001	158	43.9098229999998	0.0292732153333332

7	13700001	116	14.6631959999997	0.0097754639999998

7	13800001	156	162.111511000009	0.108074340666673

7	13900001	321	146.050837000004	0.0973672246666693

7	14000001	199	154.166344000003	0.102777562666669

7	14100001	172	354.873212000003	0.236582141333335

7	14200001	120	128.59196099999	0.0857279739999933

7	14300001	93	327.514401000001	0.218342934000001

7	14400001	314	745.139491999993	0.496759661333329

7	14500001	226	1257.02032699999	0.838013551333327

7	14600001	132	561.156227999997	0.374104151999998

7	14700001	514	3615.998045	2.41066536333333

7	14800001	239	893.872247999974	0.595914831999983

7	14900001	92	437.313912000008	0.291542608000005

7	15000001	124	654.959473999999	0.436639649333333

7	15100001	108	491.159746999998	0.327439831333332

7	15200001	171	160.465523999996	0.106977015999997

7	15300001	221	45.7511720000014	0.0305007813333343

7	15400001	301	294.624032000005	0.196416021333337

7	15500001	167	908.141192000009	0.605427461333339

7	15600001	117	501.227409000002	0.334151606000001

7	15700001	273	997.361785999992	0.664907857333328

7	15800001	72	473.284097000007	0.315522731333338

7	15900001	206	526.956116999992	0.351304077999995

7	16000001	286	374.489775999998	0.249659850666665

7	16100001	138	665.433112000007	0.443622074666671

7	16200001	106	556.594577	0.371063051333333

7	16300001	135	670.842750000008	0.447228500000005

7	16400001	134	727.137845999998	0.484758563999999

7	16500001	163	1379.80958000006	0.919873053333373

7	16600001	185	1317.32665099995	0.8782177673333

7	16700001	223	813.315251000024	0.542210167333349

7	16800001	171	711.442541000008	0.474295027333339

7	16900001	344	1288.34544199998	0.85889696133332

7	17000001	190	1013.70466000003	0.675803106666687

7	17100001	238	1108.42082499998	0.738947216666653

7	17200001	254	725.151762000011	0.483434508000007

7	17300001	224	781.492451000017	0.520994967333345

7	17400001	755	2129.69693699994	1.41979795799996

7	17500001	943	1515.43592700015	1.0102906180001

7	17600001	352	1403.83580100006	0.93589053400004

7	17700001	245	1391.10423200001	0.92740282133334

7	17800001	225	1131.57470899998	0.75438313933332

7	17900001	236	1232.60333899997	0.821735559333313

7	18000001	142	1694.58952400003	1.12972634933335

7	18100001	199	1730.01849299996	1.15334566199997

7	18200001	298	2036.94498500003	1.35796332333335

7	18300001	476	972.34597599991	0.648230650666607

7	18400001	294	1371.84415099999	0.914562767333327

7	18500001	347	2513.71525700001	1.67581017133334

7	18600001	117	1900.70272800002	1.26713515200001

7	18700001	162	1755.93383899999	1.17062255933333

7	18800001	209	1888.219048	1.25881269866667

7	18900001	164	1045.90336299998	0.697268908666653

7	19000001	264	1080.71798	0.720478653333333

7	19100001	235	1212.11118399999	0.80807412266666

7	19200001	593	1423.68561299998	0.949123741999987

7	19300001	281	197.472959000009	0.131648639333339

7	19400001	622	2624.60619499986	1.74973746333324

7	19500001	668	729.150736000018	0.486100490666679

7	19600001	296	966.34021299998	0.644226808666653

7	19700001	214	786.897183999995	0.524598122666663

7	19800001	215	940.253911000043	0.626835940666695

7	19900001	290	1194.55941499997	0.796372943333313

7	20000001	213	1474.26583899997	0.982843892666647

7	20100001	814	1661.33648199996	1.10755765466664

7	20200001	285	1412.26435199999	0.941509567999993

7	20300001	135	1606.42418600003	1.07094945733335

7	20400001	204	1498.52507599998	0.99901671733332

7	20500001	153	1537.21118599998	1.02480745733332

7	20600001	221	1543.55957200003	1.02903971466669

7	20700001	341	1541.26939100001	1.02751292733334

7	20800001	269	1627.03835399997	1.08469223599998

7	20900001	262	1458.395158	0.972263438666667

7	21000001	368	1563.53877200001	1.04235918133334

7	21100001	417	1543.34230400002	1.02889486933335

7	21200001	325	1588.166425	1.05877761666667

7	21300001	297	1533.824169	1.022549446

7	21400001	353	1510.22005899996	1.00681337266664

7	21500001	1067	2954.32788199989	1.96955192133326

7	21600001	322	2335.77143900002	1.55718095933335

7	21700001	543	4397.71498899992	2.93180999266661

7	21800001	505	2753.53978500006	1.83569319000004

7	21900001	270	2561.78987399997	1.70785991599998

7	22000001	286	2532.70207599999	1.68846805066666

7	22100001	522	2505.32464799998	1.67021643199999

7	22200001	425	3064.12510400002	2.04275006933335

7	22300001	322	2426.36855600001	1.61757903733334

7	22400001	155	1750.654522	1.16710301466667

7	22500001	292	1391.05971000001	0.927373140000007

7	22600001	314	2839.49675100005	1.89299783400003

7	22700001	347	5570.18917200005	3.71345944800003

7	22800001	286	6403.05324899983	4.26870216599989

7	22900001	172	4448.15776300013	2.96543850866675

7	23000001	308	5463.21862399996	3.64214574933331

7	23100001	307	5799.95377800007	3.86663585200005

7	23200001	526	5798.66032899983	3.86577355266655

7	23300001	333	5807.07150100004	3.87138100066669

7	23400001	339	5931.06162499998	3.95404108333332

7	23500001	243	5889.91811400019	3.92661207600013

7	23600001	265	5660.73821199987	3.77382547466658

7	23700001	267	5721.39727500002	3.81426485000001

7	23800001	318	5904.66116100004	3.93644077400003

7	23900001	195	5689.90603899998	3.79327069266665

7	24000001	265	5830.29335899999	3.88686223933333

7	24100001	366	5524.83618200008	3.68322412133339

7	24200001	558	5344.22799299987	3.56281866199991

7	24300001	591	5300.79005700003	3.53386003800002

7	24400001	442	5869.42956000012	3.91295304000008

7	24500001	700	5823.47827799982	3.88231885199988

7	24600001	496	5820.25165	3.88016776666667

7	24700001	704	5871.16227100015	3.91410818066677

7	24800001	459	5935.95940499989	3.95730626999993

7	24900001	281	5773.04612600008	3.84869741733339

7	25000001	404	5695.13040199989	3.79675360133326

7	25100001	276	6010.66864300007	4.00711242866671

7	25200001	300	5680.70973599991	3.78713982399994

7	25300001	443	5835.46766200011	3.89031177466674

7	25400001	567	5855.60054699993	3.90373369799995

7	25500001	632	5767.79730800012	3.84519820533341

7	25600001	483	5798.59223200003	3.86572815466669

7	25700001	393	5917.29215899994	3.94486143933329

7	25800001	734	7441.46237799987	4.96097491866658

7	25900001	200	7522.99771599981	5.01533181066654

7	26000001	376	8505.62223499999	5.67041482333333

7	26100001	258	9569.76985400027	6.37984656933351

7	26200001	458	9862.30053299994	6.57486702199996

7	26300001	577	9281.36944099984	6.18757962733323

7	26400001	364	9583.09253900002	6.38872835933335

7	26500001	294	9845.70028799991	6.56380019199994

7	26600001	306	9380.40508400016	6.25360338933344

7	26700001	487	9492.87342000008	6.32858228000005

7	26800001	592	9570.58531499995	6.38039020999997

7	26900001	816	9595.44200799982	6.39696133866655

7	27000001	579	9749.83711700026	6.49989141133351

7	27100001	666	8058.54349299994	5.37236232866663

7	27200001	843	7213.75607199985	4.80917071466657

7	27300001	790	7122.51261300008	4.74834174200005

7	27400001	625	7220.98257800007	4.81398838533338

7	27500001	571	7197.70339799983	4.79846893199989

7	27600001	476	7156.17734900019	4.77078489933346

7	27700001	614	7499.39995799983	4.99959997199989

7	27800001	407	6893.07342399998	4.59538228266665

7	27900001	286	7714.67517500021	5.14311678333347

7	28000001	497	6696.09059499986	4.46406039666657

7	28100001	643	7141.4283099999	4.7609522066666

7	28200001	593	7213.74155800013	4.80916103866675

7	28300001	531	7159.89544199995	4.77326362799997

7	28400001	621	6917.00226999976	4.61133484666651

7	28500001	907	8759.67228600004	5.83978152400003

7	28600001	889	9009.094569	6.006063046

7	28700001	776	9073.60983100009	6.04907322066673

7	28800001	942	9120.88995799996	6.08059330533331

7	28900001	635	9164.28600599988	6.10952400399992

7	29000001	477	9189.98900800001	6.12665933866667

7	29100001	580	9075.74602700026	6.05049735133351

7	29200001	606	9283.06656000001	6.18871104000001

7	29300001	362	9105.08505499988	6.07005670333325

7	29400001	104	10005.925018	6.67061667866667

7	29500001	162	8796.87357200009	5.86458238133339

7	29600001	216	9042.24870499995	6.0281658033333

7	29700001	290	9215.88890700008	6.14392593800005

7	29800001	387	8959.21989099998	5.97281326066665

7	29900001	397	9144.13151099998	6.09608767399999

7	30000001	552	9075.89192199983	6.05059461466655

7	30100001	803	9203.46894700009	6.13564596466673

7	30200001	876	9095.21883100002	6.06347922066668

7	30300001	1005	9137.70043499998	6.09180028999999

7	30400001	563	9436.97597599989	6.29131731733326

7	30500001	494	9374.73031099999	6.24982020733333

7	30600001	944	4612.42602500004	3.07495068333336

7	30700001	259	1379.23880799995	0.919492538666633

7	30800001	409	438.08414200002	0.29205609466668

8	1	121	780.750286	0.520500190666667

8	100001	114	657.694982	0.438463321333333

8	300001	71	649.878118	0.433252078666667

8	400001	153	1326.50796	0.88433864

8	500001	249	1481.009196	0.987339464

8	600001	324	1555.52948	1.03701965333333

8	700001	113	1378.967187	0.919311458

8	800001	439	6110.05795599999	4.07337197066666

8	900001	152	2822.072864	1.88138190933333

8	1000001	196	2776.341904	1.85089460266667

8	1100001	253	1746.382302	1.164254868

8	1200001	201	1429.507169	0.953004779333333

8	1300001	106	1031.292477	0.687528318

8	1400001	113	1114.47178	0.742981186666667

8	1500001	185	1108.861676	0.739241117333333

8	1600001	125	1262.808749	0.841872499333333

8	1700001	77	1042.106006	0.694737337333333

8	1800001	134	1272.806455	0.848537636666667

8	1900001	158	1186.216767	0.790811178

8	2000001	162	1237.18381	0.824789206666667

8	2100001	161	1357.22195399999	0.904814635999993

8	2200001	192	1245.513987	0.830342658

8	2300001	204	943.284432999997	0.628856288666665

8	2400001	297	854.864415999998	0.569909610666665

8	2500001	346	984.139431000001	0.656092954000001

8	2600001	202	547.922003	0.365281335333333

8	2700001	168	543.113121	0.362075414

8	2800001	98	1987.958676	1.325305784

8	2900001	168	1049.873729	0.699915819333333

8	3000001	106	819.933386	0.546622257333333

8	3100001	105	809.301041999999	0.539534027999999

8	3200001	186	923.894203000002	0.615929468666668

8	3300001	150	767.246603	0.511497735333333

8	3400001	191	1032.55871	0.688372473333333

8	3500001	171	2254.200916	1.50280061066667

8	3600001	260	2070.686287	1.38045752466667

8	3700001	239	1931.040467	1.28736031133333

8	3800001	211	1483.870954	0.989247302666667

8	3900001	268	1731.586063	1.15439070866667

8	4000001	298	1395.097482	0.930064988

8	4100001	599	447.494460999984	0.298329640666656

8	4200001	269	1469.24318300002	0.979495455333347

8	4300001	101	2871.93018899998	1.91462012599999

8	4400001	109	2337.12319900002	1.55808213266668

8	4500001	371	883.662638000001	0.589108425333334

8	4600001	105	2912.37741600001	1.94158494400001

8	4700001	72	2727.75600600001	1.81850400400001

8	4800001	87	1844.375136	1.229583424

8	4900001	89	2235.62889899998	1.49041926599999

8	5000001	76	2411.27819300001	1.60751879533334

8	5200001	207	2494.11937100003	1.66274624733335

8	5300001	451	3603.83212899995	2.40255475266663

8	5400001	62	1342.982442	0.895321628

8	5500001	114	2018.18013	1.34545342

8	5600001	69	2075.68515200001	1.38379010133334

8	5800001	57	904.699920000016	0.603133280000011

8	5900001	76	164.323158	0.109548772

8	6000001	347	2160.780027	1.440520018

8	6100001	529	1702.827633	1.135218422

8	6200001	311	784.521145000006	0.523014096666671

8	6300001	66	1530.433747	1.02028916466667

8	6400001	81	1214.60292699999	0.80973528466666

8	6500001	310	694.900216000012	0.463266810666675

8	6600001	158	827.451705	0.55163447

8	6700001	169	2571.87347399999	1.71458231599999

8	6800001	90	509.723077999999	0.339815385333333

8	6900001	91	436.485654999998	0.290990436666665

8	7000001	74	539.110260000003	0.359406840000002

8	7200001	90	1770.59950400001	1.18039966933334

8	7300001	108	681.014030000025	0.45400935333335

8	7400001	66	775.611840999998	0.517074560666665

8	7500001	63	382.606397999999	0.255070931999999

8	7600001	63	353.866188	0.235910792

8	7700001	190	828.404675000019	0.552269783333346

8	7800001	60	810.505804000004	0.540337202666669

8	7900001	181	727.843501999997	0.485229001333331

8	8000001	217	836.948565000002	0.557965710000001

8	8100001	57	641.812061	0.427874707333333

8	8200001	443	2858.07932000001	1.90538621333334

8	8300001	79	465.736107999996	0.310490738666664

8	8400001	137	476.242942000005	0.31749529466667

8	8500001	101	379.427268999999	0.252951512666666

8	8600001	68	350.339526	0.233559684

8	8700001	127	513.985710999998	0.342657140666665

8	8800001	94	1049.750972	0.699833981333333

8	8900001	167	617.679503000017	0.411786335333345

8	9100001	159	949.29575299999	0.632863835333327

8	9200001	53	4799.325534	3.199550356

8	9300001	119	4602.22194200005	3.06814796133337

8	9400001	74	1599.26129299997	1.06617419533331

8	9500001	100	965.841804999998	0.643894536666665

8	9600001	83	872.174658999999	0.581449772666666

8	9700001	107	636.516289000008	0.424344192666672

8	9800001	63	765.881008999997	0.510587339333331

8	10100001	202	678.971018000002	0.452647345333335

8	10200001	189	3884.69212400001	2.58979474933334

8	10300001	112	2052.71921499999	1.36847947666666

8	10400001	196	551.151385999978	0.367434257333319

8	10500001	167	329.163090999997	0.219442060666665

8	10600001	77	244.323285999999	0.162882190666666

8	10700001	97	315.164164999998	0.210109443333332

8	10800001	94	573.655683999997	0.382437122666665

8	10900001	143	537.960441000002	0.358640294000001

8	11000001	143	446.255884000009	0.297503922666673

8	11100001	255	179.830217999992	0.119886811999995

8	11200001	186	42.6073319999993	0.0284048879999995

8	11300001	448	557.678053000038	0.371785368666692

8	11400001	1060	1620.76459000011	1.08050972666674

8	11500001	359	107.381851000017	0.071587900666678

8	11600001	109	31.3884380000011	0.0209256253333341

8	11700001	75	295.590082000003	0.197060054666669

8	11800001	84	314.820195999994	0.209880130666663

8	11900001	147	303.123603999993	0.202082402666662

8	12300001	267	397.18840800001	0.264792272000007

8	12400001	183	310.73738099999	0.207158253999993

8	12500001	64	156.970747000001	0.104647164666667

8	12600001	80	1083.95492	0.722636613333333

8	12800001	60	539.790542999996	0.359860361999997

8	12900001	74	245.857439000005	0.163904959333337

8	13000001	86	275.812722	0.183875148

8	13100001	235	2659.80464199996	1.77320309466664

8	13200001	135	443.242812999998	0.295495208666665

8	13300001	59	444.956044999998	0.296637363333332

8	13400001	51	562.117872000002	0.374745248000001

8	13700001	53	506.574223999994	0.337716149333329

8	13800001	246	699.893607999968	0.466595738666645

8	13900001	94	332.498789999997	0.221665859999998

8	14000001	78	1153.15532199999	0.76877021466666

8	14200001	287	855.298839000006	0.570199226000004

8	14300001	102	368.643374999997	0.245762249999998

8	14400001	189	420.194487000002	0.280129658000001

8	14500001	73	354.639399999994	0.236426266666663

8	14600001	109	475.403763000009	0.316935842000006

8	14700001	101	448.972442999998	0.299314961999999

8	14800001	153	633.91596399999	0.42261064266666

8	14900001	142	633.901825999995	0.42260121733333

8	15000001	167	1263.05239500001	0.842034930000007

8	15100001	631	1088.2505459999	0.725500363999933

8	15200001	125	520.486332000007	0.346990888000005

8	15300001	92	359.933316000001	0.239955544000001

8	15400001	140	792.779366999983	0.528519577999989

8	15600001	85	190.154794	0.126769862666667

8	15700001	194	918.709773999984	0.612473182666656

8	15800001	213	265.769353999986	0.177179569333324

8	15900001	476	73.6326570000028	0.0490884380000019

8	16000001	222	157.99489200001	0.105329928000007

8	16100001	138	227.1956	0.151463733333333

8	16200001	106	146.761138	0.0978407586666667

8	16300001	169	355.504082000007	0.237002721333338

8	16400001	138	94.3910999999994	0.0629273999999996

8	16500001	187	304.783194000002	0.203188796000001

8	16600001	205	267.63253400001	0.17842168933334

8	16800001	155	580.537001999993	0.387024667999995

8	16900001	235	307.932897999996	0.205288598666664

8	17000001	78	275.484619000003	0.183656412666669

8	17100001	151	504.819499999997	0.336546333333331

8	17200001	145	492.527725000002	0.328351816666668

8	17300001	172	534.839870000006	0.356559913333337

8	17400001	84	574.771372000004	0.383180914666669

8	17500001	187	574.141999000003	0.382761332666669

8	17600001	234	597.10123899999	0.39806749266666

8	17700001	113	599.912454999999	0.399941636666666

8	17800001	156	532.448025000001	0.354965350000001

8	17900001	163	604.855262999994	0.403236841999996

8	18000001	191	553.677899999998	0.369118599999999

8	18100001	132	716.784793000014	0.477856528666676

8	18300001	139	623.452077000001	0.415634718000001

8	18400001	75	514.578673999994	0.343052449333329

8	18500001	260	592.239097000001	0.394826064666667

8	18600001	193	834.873264000005	0.556582176000003

8	18700001	241	955.822746000018	0.637215164000012

8	18800001	172	907.914104999996	0.605276069999997

8	18900001	260	1049.90253899999	0.699935025999993

8	19000001	121	1166.79918599999	0.777866123999993

8	19100001	181	1392.78986500003	0.928526576666687

8	19200001	277	965.38624000003	0.643590826666687

8	19300001	274	2290.04237300004	1.52669491533336

8	19400001	119	1539.09958699996	1.02606639133331

8	19500001	131	990.384156999998	0.660256104666665

8	19600001	173	901.182800999998	0.600788533999999

8	19700001	209	879.323627999997	0.586215751999998

8	19800001	159	847.495991000009	0.564997327333339

8	19900001	162	860.426642000006	0.573617761333337

8	20000001	221	919.737849999984	0.613158566666656

8	20100001	328	2145.26568299998	1.43017712199999

8	20200001	917	2248.83339199988	1.49922226133325

8	20300001	225	1882.77955300003	1.25518636866669

8	20400001	187	1512.80387699995	1.00853591799997

8	20500001	178	1285.39196300004	0.85692797533336

8	20600001	67	1208.985632	0.805990421333333

8	20700001	236	1313.53007799997	0.875686718666647

8	20800001	291	1295.23299799999	0.863488665333327

8	20900001	192	1197.87474899999	0.798583165999993

8	21000001	172	600.228226000003	0.400152150666669

8	21100001	216	664.347135999993	0.442898090666662

8	21200001	236	1807.53669699998	1.20502446466665

8	21300001	164	737.185399000044	0.491456932666696

8	21400001	371	1885.28895099972	1.25685930066648

8	21500001	323	2837.55018300004	1.89170012200003

8	21600001	510	2134.40169899997	1.42293446599998

8	21700001	652	1244.48791100003	0.829658607333353

8	21800001	261	1602.43963000001	1.06829308666667

8	21900001	428	1756.79676300002	1.17119784200001

8	22000001	200	1147.33110500002	0.764887403333347

8	22100001	218	1577.919402	1.051946268

8	22200001	294	1778.73455500002	1.18582303666668

8	22300001	247	2793.86775699996	1.86257850466664

8	22400001	292	2919.30519999994	1.94620346666663

8	22500001	284	3071.32649800001	2.04755099866667

8	22600001	113	3241.51781799999	2.16101187866666

8	22700001	167	3137.93912199999	2.09195941466666

8	22800001	476	3354.51128600001	2.23634085733334

8	22900001	115	1853.01633899997	1.23534422599998

8	23000001	270	1700.45647799999	1.13363765199999

8	23100001	403	1880.28345	1.2535223

8	23200001	472	2795.82960999995	1.86388640666663

8	23300001	602	2121.835258	1.41455683866667

8	23400001	298	3350.41359700001	2.23360906466667

8	23500001	456	3269.904455	2.17993630333333

8	23600001	501	4040.48325699998	2.69365550466665

8	23700001	356	5653.08071400004	3.76872047600003

8	23800001	778	4385.09070200004	2.92339380133336

8	23900001	451	5106.68421299984	3.40445614199989

8	24000001	508	5242.76368000006	3.49517578666671

8	24100001	510	5340.83176800008	3.56055451200005

8	24200001	284	5366.57151699987	3.57771434466658

8	24300001	355	5379.81921100006	3.58654614066671

8	24400001	500	3648.46026199997	2.43230684133331

8	24500001	489	2809.17357100003	1.87278238066669

8	24600001	633	3326.79685499991	2.21786456999994

8	24700001	489	4218.15388900013	2.81210259266675

8	24800001	438	4316.12225200001	2.87741483466667

8	24900001	294	4199.74184099999	2.79982789399999

8	25000001	457	5822.47732700002	3.88165155133335

8	25100001	359	7771.72272099989	5.18114848066659

8	25200001	445	9083.24659299999	6.05549772866666

8	25300001	339	12340.1523550001	8.22676823666673

8	25400001	404	12134.4896939999	8.08965979599993

8	25500001	549	12178.5335250002	8.11902235000013

8	25600001	561	12474.5553949997	8.31637026333313

8	25700001	466	11974.8956100003	7.9832637400002

8	25800001	680	12319.4212849999	8.21294752333327

8	25900001	905	8501.99446399989	5.66799630933326

8	26000001	399	5203.84409599993	3.46922939733329

8	26100001	551	5011.11160100007	3.34074106733338

8	26200001	664	4714.34389499989	3.14289592999993

8	26300001	786	4805.5242020001	3.2036828013334

8	26400001	706	6726.161891	4.48410792733333

8	26500001	566	11837.4640300003	7.89164268666687

8	26600001	596	12024.2491859999	8.01616612399993

8	26700001	457	11863.30965	7.9088731

8	26800001	648	12463.815924	8.309210616

8	26900001	736	11609.6724079997	7.73978160533313

8	27000001	820	12048.816595	8.03254439666667

8	27100001	593	12128.2740380002	8.08551602533347

8	27200001	517	10704.285074	7.13619004933333

8	27300001	578	10488.807021	6.992538014

8	27400001	749	10418.5636620001	6.94570910800007

8	27500001	772	10510.6469599997	7.00709797333313

8	27600001	772	10440.7376520003	6.9604917680002

8	27700001	428	10450.2106849998	6.9668071233332

8	27800001	683	10539.448438	7.02629895866667

8	27900001	736	11339.539818	7.559693212

8	28000001	348	9587.05594799985	6.3913706319999

8	28100001	962	10355.1472470001	6.90343149800007

8	28200001	774	10782.3079080001	7.18820527200007

8	28300001	284	10161.7437909998	6.77449586066653

8	28400001	409	10390.4496300001	6.92696642000007

8	28500001	475	10402.7860389999	6.9351906926666

8	28600001	551	10584.6093110002	7.05640620733347

8	28700001	531	10328.577216	6.885718144

8	28800001	572	8956.39126899988	5.97092751266659

8	28900001	745	6240.22333900011	4.16014889266674

8	29000001	658	7512.89154899988	5.00859436599992

8	29100001	617	7660.78731499998	5.10719154333332

8	29200001	698	7427.41929700006	4.95161286466671

8	29300001	600	7542.06082099997	5.02804054733331

8	29400001	859	9101.926936	6.06795129066667

8	29500001	1011	10774.9962739999	7.18333084933327

8	29600001	385	12919.6501220001	8.6131000813334

8	29700001	483	8606.60408099976	5.73773605399984

8	29800001	812	5531.95014700002	3.68796676466668

8	29900001	447	9546.94747700003	6.36463165133335

8	30000001	407	8358.82882300003	5.57255254866669

8	30100001	295	8947.69413600002	5.96512942400001

8	30200001	1114	7285.30538000005	4.85687025333337

8	30300001	988	4831.70448099992	3.22113632066661

8	30400001	1058	3377.93971100004	2.25195980733336

8	30500001	1054	3778.89135900006	2.51926090600004

8	30600001	1311	2776.23707300002	1.85082471533335

9	1	542	4109.477634	2.739651756

9	100001	300	5559.862157	3.70657477133333

9	200001	395	850.657985999999	0.567105323999999

9	300001	447	1374.395529	0.916263686

9	400001	218	4629.302308	3.08620153866667

9	500001	124	1498.668644	0.999112429333333

9	600001	140	659.318415	0.43954561

9	700001	203	1379.553564	0.919702376

9	800001	235	1408.193908	0.938795938666667

9	900001	227	1487.850968	0.991900645333333

9	1000001	267	1579.333637	1.05288909133333

9	1100001	269	1558.898008	1.03926533866667

9	1200001	388	1440.55066	0.960367106666667

9	1300001	281	1602.501416	1.06833427733333

9	1400001	251	1517.367101	1.01157806733333

9	1500001	429	1640.75781	1.09383854

9	1600001	194	1682.562198	1.121708132

9	1700001	175	1451.877971	0.967918647333333

9	1800001	194	1547.284268	1.03152284533333

9	1900001	226	1542.20118	1.02813412

9	2000001	959	2454.05924	1.63603949333333

9	2100001	284	1812.87447	1.20858298

9	2200001	185	1593.345038	1.06223002533333

9	2300001	367	1273.377444	0.848918296

9	2400001	349	1439.631969	0.959754646

9	2500001	301	1542.897087	1.028598058

9	2600001	172	1496.066239	0.997377492666667

9	2700001	260	1537.89987	1.02526658

9	2800001	310	1518.667949	1.01244529933333

9	2900001	197	1542.238519	1.02815901266667

9	3000001	418	1448.608056	0.965738704

9	3100001	261	1992.439327	1.32829288466667

9	3200001	267	1373.858522	0.915905681333333

9	3300001	228	1667.249551	1.11149970066667

9	3400001	239	1645.300605	1.09686707

9	3500001	274	1867.242498	1.244828332

9	3600001	253	2276.870933	1.51791395533333

9	3700001	135	2379.881536	1.58658769066667

9	3800001	189	2789.01471	1.85934314

9	3900001	430	1525.14028800001	1.01676019200001

9	4000001	562	1991.034379	1.32735625266667

9	4100001	210	1495.76147099999	0.997174313999993

